file_id	image_path	segmented_path	species	source	Phase
55879	dataset/images/lab/acer_campestre/ny1080-04-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-04-4.png	Acer campestre	lab	Young

55881	dataset/images/lab/acer_campestre/ny1080-05-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-05-1.png	Acer campestre	lab	Young

55882	dataset/images/lab/acer_campestre/ny1080-05-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-05-2.png	Acer campestre	lab	Young

55884	dataset/images/lab/acer_campestre/ny1080-05-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-05-3.png	Acer campestre	lab	Young

55886	dataset/images/lab/acer_campestre/ny1080-05-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-05-4.png	Acer campestre	lab	Young

55888	dataset/images/lab/acer_campestre/ny1080-06-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-06-1.png	Acer campestre	lab	Vegetative

55891	dataset/images/lab/acer_campestre/ny1080-06-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-06-2.png	Acer campestre	lab	Vegetative

55892	dataset/images/lab/acer_campestre/ny1080-06-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-06-3.png	Acer campestre	lab	Vegetative

55894	dataset/images/lab/acer_campestre/ny1080-06-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-06-4.png	Acer campestre	lab	Vegetative

55896	dataset/images/lab/acer_campestre/ny1080-07-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-07-1.png	Acer campestre	lab	Young

55898	dataset/images/lab/acer_campestre/ny1080-07-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-07-2.png	Acer campestre	lab	Young

55900	dataset/images/lab/acer_campestre/ny1080-07-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-07-3.png	Acer campestre	lab	Young

55902	dataset/images/lab/acer_campestre/ny1080-07-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-07-4.png	Acer campestre	lab	Young

55904	dataset/images/lab/acer_campestre/ny1080-08-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-1.png	Acer campestre	lab	Young

55906	dataset/images/lab/acer_campestre/ny1080-08-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-2.png	Acer campestre	lab	Young

55908	dataset/images/lab/acer_campestre/ny1080-08-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-3.png	Acer campestre	lab	Young

55910	dataset/images/lab/acer_campestre/ny1080-08-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-4.png	Acer campestre	lab	Young

55912	dataset/images/lab/acer_campestre/ny1080-09-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-1.png	Acer campestre	lab	Young

55914	dataset/images/lab/acer_campestre/ny1080-09-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-2.png	Acer campestre	lab	Young

55916	dataset/images/lab/acer_campestre/ny1080-09-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-3.png	Acer campestre	lab	Young

55918	dataset/images/lab/acer_campestre/ny1080-09-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-4.png	Acer campestre	lab	Young

55920	dataset/images/lab/acer_campestre/ny1080-10-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-1.png	Acer campestre	lab	Young

55922	dataset/images/lab/acer_campestre/ny1080-10-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-2.png	Acer campestre	lab	Young

55923	dataset/images/lab/acer_campestre/ny1080-10-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-3.png	Acer campestre	lab	Young

75730	dataset/images/lab/acer_campestre/ny1080-10-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-4.png	Acer campestre	lab	Vegetative

75731	dataset/images/lab/acer_campestre/ny1081-01-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-1.png	Acer campestre	lab	Vegetative

75732	dataset/images/lab/acer_campestre/ny1081-01-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-2.png	Acer campestre	lab	Vegetative

75733	dataset/images/lab/acer_campestre/ny1081-01-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-3.png	Acer campestre	lab	Vegetative

75734	dataset/images/lab/acer_campestre/ny1081-01-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-4.png	Acer campestre	lab	Vegetative

75735	dataset/images/lab/acer_campestre/ny1081-02-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-1.png	Acer campestre	lab	Vegetative

75736	dataset/images/lab/acer_campestre/ny1081-02-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-2.png	Acer campestre	lab	Vegetative

75737	dataset/images/lab/acer_campestre/ny1081-02-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-3.png	Acer campestre	lab	Vegetative

75738	dataset/images/lab/acer_campestre/ny1081-02-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-4.png	Acer campestre	lab	Vegetative

75739	dataset/images/lab/acer_campestre/ny1081-03-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-1.png	Acer campestre	lab	Vegetative

75740	dataset/images/lab/acer_campestre/ny1081-03-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-2.png	Acer campestre	lab	Vegetative

75741	dataset/images/lab/acer_campestre/ny1081-03-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-3.png	Acer campestre	lab	Vegetative

75742	dataset/images/lab/acer_campestre/ny1081-03-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-4.png	Acer campestre	lab	Vegetative

75743	dataset/images/lab/acer_campestre/ny1081-04-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-1.png	Acer campestre	lab	Vegetative

75744	dataset/images/lab/acer_campestre/ny1081-04-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-2.png	Acer campestre	lab	Vegetative

75745	dataset/images/lab/acer_campestre/ny1081-04-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-3.png	Acer campestre	lab	Vegetative

75746	dataset/images/lab/acer_campestre/ny1081-04-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-4.png	Acer campestre	lab	Vegetative

75747	dataset/images/lab/acer_campestre/ny1081-05-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-1.png	Acer campestre	lab	Young

75748	dataset/images/lab/acer_campestre/ny1081-05-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-2.png	Acer campestre	lab	Young

75749	dataset/images/lab/acer_campestre/ny1081-05-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-3.png	Acer campestre	lab	Young

75750	dataset/images/lab/acer_campestre/ny1081-05-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-4.png	Acer campestre	lab	Young

75751	dataset/images/lab/acer_campestre/ny1081-06-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-1.png	Acer campestre	lab	Young

75752	dataset/images/lab/acer_campestre/ny1081-06-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-2.png	Acer campestre	lab	Young

75753	dataset/images/lab/acer_campestre/ny1081-06-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-3.png	Acer campestre	lab	Young

75754	dataset/images/lab/acer_campestre/ny1081-06-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-4.png	Acer campestre	lab	Young

75755	dataset/images/lab/acer_campestre/ny1081-07-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-1.png	Acer campestre	lab	Vegetative

75756	dataset/images/lab/acer_campestre/ny1081-07-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-2.png	Acer campestre	lab	Vegetative

75757	dataset/images/lab/acer_campestre/ny1081-07-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-3.png	Acer campestre	lab	Vegetative

75758	dataset/images/lab/acer_campestre/ny1081-07-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-4.png	Acer campestre	lab	Vegetative

75759	dataset/images/lab/acer_campestre/ny1081-08-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-1.png	Acer campestre	lab	Vegetative

75760	dataset/images/lab/acer_campestre/ny1081-08-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-2.png	Acer campestre	lab	Vegetative

75761	dataset/images/lab/acer_campestre/ny1081-08-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-3.png	Acer campestre	lab	Young

75762	dataset/images/lab/acer_campestre/ny1081-08-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-4.png	Acer campestre	lab	Young

1734666	dataset/images/field/acer_campestre/13291732971024.jpg	dataset/segmented/field/acer_campestre/13291732971024.png	Acer campestre	field	Vegetative
1734667	dataset/images/field/acer_campestre/13291732972155.jpg	dataset/segmented/field/acer_campestre/13291732972155.png	Acer campestre	field	Vegetative
1734668	dataset/images/field/acer_campestre/13291732976170.jpg	dataset/segmented/field/acer_campestre/13291732976170.png	Acer campestre	field	Vegetative
1734669	dataset/images/field/acer_campestre/13291732978630.jpg	dataset/segmented/field/acer_campestre/13291732978630.png	Acer campestre	field	Vegetative
1734670	dataset/images/field/acer_campestre/13291732970717.jpg	dataset/segmented/field/acer_campestre/13291732970717.png	Acer campestre	field	Vegetative
1734671	dataset/images/field/acer_campestre/13291732979190.jpg	dataset/segmented/field/acer_campestre/13291732979190.png	Acer campestre	field	Vegetative
1734672	dataset/images/field/acer_campestre/13291732974447.jpg	dataset/segmented/field/acer_campestre/13291732974447.png	Acer campestre	field	Vegetative

1734673	dataset/images/field/acer_campestre/13291732975844.jpg	dataset/segmented/field/acer_campestre/13291732975844.png	Acer campestre	field	Vegetative

1734674	dataset/images/field/acer_campestre/13291732977086.jpg	dataset/segmented/field/acer_campestre/13291732977086.png	Acer campestre	field	Vegetative

1734675	dataset/images/field/acer_campestre/13291732978518.jpg	dataset/segmented/field/acer_campestre/13291732978518.png	Acer campestre	field	Vegetative

1734676	dataset/images/field/acer_campestre/13291732972031.jpg	dataset/segmented/field/acer_campestre/13291732972031.png	Acer campestre	field	Vegetative

1734677	dataset/images/field/acer_campestre/13291732976397.jpg	dataset/segmented/field/acer_campestre/13291732976397.png	Acer campestre	field	Vegetative

1734678	dataset/images/field/acer_campestre/13291732978427.jpg	dataset/segmented/field/acer_campestre/13291732978427.png	Acer campestre	field	Young

1734679	dataset/images/field/acer_campestre/13291732977220.jpg	dataset/segmented/field/acer_campestre/13291732977220.png	Acer campestre	field	Vegetative

1734680	dataset/images/field/acer_campestre/13291732975636.jpg	dataset/segmented/field/acer_campestre/13291732975636.png	Acer campestre	field	Vegetative

1734681	dataset/images/field/acer_campestre/13291732970228.jpg	dataset/segmented/field/acer_campestre/13291732970228.png	Acer campestre	field	Vegetative

1734683	dataset/images/field/acer_campestre/13291732979867.jpg	dataset/segmented/field/acer_campestre/13291732979867.png	Acer campestre	field	Vegetative

1734684	dataset/images/field/acer_campestre/13291732970977.jpg	dataset/segmented/field/acer_campestre/13291732970977.png	Acer campestre	field	Young

1734685	dataset/images/field/acer_campestre/13291732972527.jpg	dataset/segmented/field/acer_campestre/13291732972527.png	Acer campestre	field	Vegetative

1734686	dataset/images/field/acer_campestre/13291732974638.jpg	dataset/segmented/field/acer_campestre/13291732974638.png	Acer campestre	field	Vegetative

1734687	dataset/images/field/acer_campestre/13291732975387.jpg	dataset/segmented/field/acer_campestre/13291732975387.png	Acer campestre	field	Vegetative

1734688	dataset/images/field/acer_campestre/13291732978235.jpg	dataset/segmented/field/acer_campestre/13291732978235.png	Acer campestre	field	Vegetative

1734689	dataset/images/field/acer_campestre/13291732978752.jpg	dataset/segmented/field/acer_campestre/13291732978752.png	Acer campestre	field	Vegetative

1734690	dataset/images/field/acer_campestre/13291732970222.jpg	dataset/segmented/field/acer_campestre/13291732970222.png	Acer campestre	field	Vegetative

1734691	dataset/images/field/acer_campestre/13291732975597.jpg	dataset/segmented/field/acer_campestre/13291732975597.png	Acer campestre	field	Vegetative

1734692	dataset/images/field/acer_campestre/13291732978855.jpg	dataset/segmented/field/acer_campestre/13291732978855.png	Acer campestre	field	Vegetative

1734693	dataset/images/field/acer_campestre/13291732973267.jpg	dataset/segmented/field/acer_campestre/13291732973267.png	Acer campestre	field	Vegetative

1734694	dataset/images/field/acer_campestre/13291732974669.jpg	dataset/segmented/field/acer_campestre/13291732974669.png	Acer campestre	field	Vegetative

1734695	dataset/images/field/acer_campestre/13291732972114.jpg	dataset/segmented/field/acer_campestre/13291732972114.png	Acer campestre	field	Vegetative

1734696	dataset/images/field/acer_campestre/13291732975289.jpg	dataset/segmented/field/acer_campestre/13291732975289.png	Acer campestre	field	Vegetative

1734697	dataset/images/field/acer_campestre/13291732973114.jpg	dataset/segmented/field/acer_campestre/13291732973114.png	Acer campestre	field	Vegetative

1734698	dataset/images/field/acer_campestre/13291732971753.jpg	dataset/segmented/field/acer_campestre/13291732971753.png	Acer campestre	field	Vegetative

1734699	dataset/images/field/acer_campestre/13291732978754.jpg	dataset/segmented/field/acer_campestre/13291732978754.png	Acer campestre	field	Vegetative

1734700	dataset/images/field/acer_campestre/13291732974605.jpg	dataset/segmented/field/acer_campestre/13291732974605.png	Acer campestre	field	Vegetative

1734701	dataset/images/field/acer_campestre/13291732970169.jpg	dataset/segmented/field/acer_campestre/13291732970169.png	Acer campestre	field	Young

1734702	dataset/images/field/acer_campestre/13291732972088.jpg	dataset/segmented/field/acer_campestre/13291732972088.png	Acer campestre	field	Vegetative

70491	dataset/images/lab/asimina_triloba/pi2177-01-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-01-1.png	Asimina triloba	lab	Vegetative

70494	dataset/images/lab/asimina_triloba/pi2177-01-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-01-2.png	Asimina triloba	lab	Vegetative

70496	dataset/images/lab/asimina_triloba/pi2177-01-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-01-3.png	Asimina triloba	lab	Vegetative

70498	dataset/images/lab/asimina_triloba/pi2177-01-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-01-4.png	Asimina triloba	lab	Vegetative

70500	dataset/images/lab/asimina_triloba/pi2177-02-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-02-1.png	Asimina triloba	lab	Young

70503	dataset/images/lab/asimina_triloba/pi2177-02-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-02-2.png	Asimina triloba	lab	Vegetative

70505	dataset/images/lab/asimina_triloba/pi2177-02-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-02-3.png	Asimina triloba	lab	Young

70506	dataset/images/lab/asimina_triloba/pi2177-02-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-02-4.png	Asimina triloba	lab	Young

70509	dataset/images/lab/asimina_triloba/pi2177-03-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-03-1.png	Asimina triloba	lab	Young

70512	dataset/images/lab/asimina_triloba/pi2177-03-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-03-2.png	Asimina triloba	lab	Vegetative

70513	dataset/images/lab/asimina_triloba/pi2177-03-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-03-3.png	Asimina triloba	lab	Vegetative

70515	dataset/images/lab/asimina_triloba/pi2177-03-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-03-4.png	Asimina triloba	lab	Vegetative

70518	dataset/images/lab/asimina_triloba/pi2177-04-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-04-1.png	Asimina triloba	lab	Vegetative

70520	dataset/images/lab/asimina_triloba/pi2177-04-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-04-2.png	Asimina triloba	lab	Vegetative

70521	dataset/images/lab/asimina_triloba/pi2177-04-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-04-3.png	Asimina triloba	lab	Vegetative

70524	dataset/images/lab/asimina_triloba/pi2177-04-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-04-4.png	Asimina triloba	lab	Vegetative

70526	dataset/images/lab/asimina_triloba/pi2177-05-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-05-1.png	Asimina triloba	lab	Vegetative

70528	dataset/images/lab/asimina_triloba/pi2177-05-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-05-2.png	Asimina triloba	lab	Vegetative

70530	dataset/images/lab/asimina_triloba/pi2177-05-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-05-3.png	Asimina triloba	lab	Vegetative

70533	dataset/images/lab/asimina_triloba/pi2177-05-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-05-4.png	Asimina triloba	lab	Vegetative

70535	dataset/images/lab/asimina_triloba/pi2177-06-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-06-1.png	Asimina triloba	lab	Young

70537	dataset/images/lab/asimina_triloba/pi2177-06-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-06-2.png	Asimina triloba	lab	Vegetative

70539	dataset/images/lab/asimina_triloba/pi2177-06-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-06-3.png	Asimina triloba	lab	Vegetative

70541	dataset/images/lab/asimina_triloba/pi2177-06-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-06-4.png	Asimina triloba	lab	Vegetative

70543	dataset/images/lab/asimina_triloba/pi2177-07-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-07-1.png	Asimina triloba	lab	Young

70546	dataset/images/lab/asimina_triloba/pi2177-07-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-07-2.png	Asimina triloba	lab	Young

70548	dataset/images/lab/asimina_triloba/pi2177-07-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-07-3.png	Asimina triloba	lab	Young

70549	dataset/images/lab/asimina_triloba/pi2177-07-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-07-4.png	Asimina triloba	lab	Young

70551	dataset/images/lab/asimina_triloba/pi2177-08-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-08-1.png	Asimina triloba	lab	Vegetative

70554	dataset/images/lab/asimina_triloba/pi2177-08-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-08-2.png	Asimina triloba	lab	Vegetative

70556	dataset/images/lab/asimina_triloba/pi2177-08-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-08-3.png	Asimina triloba	lab	Vegetative

70557	dataset/images/lab/asimina_triloba/pi2177-08-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-08-4.png	Asimina triloba	lab	Vegetative

70559	dataset/images/lab/asimina_triloba/pi2177-09-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-09-1.png	Asimina triloba	lab	Young

70562	dataset/images/lab/asimina_triloba/pi2177-09-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-09-2.png	Asimina triloba	lab	Young

70564	dataset/images/lab/asimina_triloba/pi2177-09-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-09-3.png	Asimina triloba	lab	Young

70565	dataset/images/lab/asimina_triloba/pi2177-09-4.jpg	dataset/segmented/lab/asimina_triloba/pi2177-09-4.png	Asimina triloba	lab	Young

70567	dataset/images/lab/asimina_triloba/pi2177-10-1.jpg	dataset/segmented/lab/asimina_triloba/pi2177-10-1.png	Asimina triloba	lab	Vegetative

70570	dataset/images/lab/asimina_triloba/pi2177-10-2.jpg	dataset/segmented/lab/asimina_triloba/pi2177-10-2.png	Asimina triloba	lab	Vegetative

70572	dataset/images/lab/asimina_triloba/pi2177-10-3.jpg	dataset/segmented/lab/asimina_triloba/pi2177-10-3.png	Asimina triloba	lab	Vegetative
